shader,000_SKY_1ST,000_SKY_2ND,Light_Directional_use_implicit_lighting,PLANARMAP0AXIS,PLANARMAP1AXIS,PLANARMAP2AXIS,SPECULARMODE,SWITCH_ALPHATEST,SWITCH_BILLBOARD,SWITCH_BILLBOARDY,SWITCH_BILLBOARDY_PAT,SWITCH_BILLBOARDY_PAT_S,SWITCH_CHRLIGHT,SWITCH_CRYSTAL,SWITCH_DEPTHALPHA,SWITCH_DIFFUSEMAP0,SWITCH_DIFFUSEMAP1,SWITCH_DIFFUSEMAP1EDGEALPHA,SWITCH_DIFFUSEMAP2,SWITCH_DIFFUSEMAPCOLOR0,SWITCH_DIFFUSEMAPCOLOR1,SWITCH_DIFFUSEMAPCOLOR2,SWITCH_DISSOLVE,SWITCH_DITHERDISABLE,SWITCH_DOUBLESIDE,SWITCH_DUDVENABLE0,SWITCH_DUDVENABLE1,SWITCH_DUDVENABLE2,SWITCH_DUDVMAP,SWITCH_EDGEBIAS_TEX0_ALPHA,SWITCH_ENVMAP0,SWITCH_FACE_LIGHT_ADJUST,SWITCH_FAKE_SPECULAR,SWITCH_GEOMETRYMORPH,SWITCH_GLOW,SWITCH_GLOWMAP0,SWITCH_GLOWMAP0EDGEALPHA,SWITCH_GLOWMAP1,SWITCH_GLOWMAP_FOGINT,SWITCH_GRENDEL,SWITCH_HEIGHTMAPBLEND,SWITCH_HIGHLIGHT,SWITCH_LOD,SWITCH_MASKMAP0,SWITCH_MASKMAP1,SWITCH_MASKMAP2,SWITCH_METAL,SWITCH_MULTIPASS_SRC,SWITCH_MULTIPASS_TGT,SWITCH_NEARFADE,SWITCH_NOLIGHT,SWITCH_NORMALMAP0,SWITCH_NORMALMAP1,SWITCH_NORMALMAP2,SWITCH_OUTLINE,SWITCH_PARALLAXMAP0,SWITCH_PARALLAXMAP1,SWITCH_PARALLAXMAP2,SWITCH_PLANARMAP0,SWITCH_PLANARMAP0_ROTATE,SWITCH_PLANARMAP1,SWITCH_PLANARMAP1_ROTATE,SWITCH_PLANARMAP1_SINGLESIDE,SWITCH_PLANARMAP2,SWITCH_PLANARMAP2_SINGLESIDE,SWITCH_PLANTGROW,SWITCH_PRE_TRANSPARENT,SWITCH_RAYMARCH_SHADOW,SWITCH_REFRACTION,SWITCH_RIMALPHA,SWITCH_SCALE_UV_SYNC0,SWITCH_SCALE_UV_SYNC1,SWITCH_SCALE_UV_SYNC2,SWITCH_SHADOWONLY,SWITCH_SHADOWRECEIVE,SWITCH_SHAKING,SWITCH_SHAKINGVCOLOR,SWITCH_SPECULAR_MASK_BY_COLOR0_B,SWITCH_SPECULAR_PITCH_ADJUST,SWITCH_SPHEREMAP,SWITCH_SSR,SWITCH_TONEMAPPING,SWITCH_TOONMAP,SWITCH_TOONMASK,SWITCH_TRANSLUCENTMAP,SWITCH_VERTEXCOLOR,SWITCH_VERTEXCOLOR0,SWITCH_VERTEXCOLOR1,SWITCH_WATER_RIPPLE,SWITCH_WATER_RIPPLE_SOURCE,SWITCH_ZPREPASS,Switch_AlphaTest,Switch_Billboard,Switch_BillboardY,Switch_BillboardY_Pat,Switch_BillboardY_Pat_S,Switch_ChrLight,Switch_Crystal,Switch_DUDVEnable0,Switch_DUDVEnable1,Switch_DUDVEnable2,Switch_DUDVMap,Switch_DepthAlpha,Switch_DiffuseMap0,Switch_DiffuseMap1,Switch_DiffuseMap1EdgeAlpha,Switch_DiffuseMap2,Switch_DiffuseMap2EdgeAlpha,Switch_DiffuseMapColor0,Switch_DiffuseMapColor1,Switch_DiffuseMapColor2,Switch_Dissolve,Switch_DitherDisable,Switch_DitherTransparent,Switch_DoubleSide,Switch_EdgeBias_Tex0_Alpha,Switch_EnvMap0,Switch_Face_Light_Adjust,Switch_Fake_Specular,Switch_GeometryMorph,Switch_Glow,Switch_GlowMap0,Switch_GlowMap0EdgeAlpha,Switch_GlowMap1,Switch_GlowMap1EdgeAlpha,Switch_GlowMap_FogInt,Switch_Grendel,Switch_HeightMapBlend,Switch_HighLight,Switch_InteriorMap,Switch_Lod,Switch_MaskMap0,Switch_MaskMap1,Switch_MaskMap2,Switch_Metal,Switch_Mirror,Switch_MultiPass_Src,Switch_MultiPass_Tgt,Switch_NearFade,Switch_NoLight,Switch_NormalMap0,Switch_NormalMap1,Switch_NormalMap2,Switch_Outline,Switch_ParallaxMap0,Switch_ParallaxMap1,Switch_ParallaxMap2,Switch_PlanarMap0,Switch_PlanarMap0_Rotate,Switch_PlanarMap1,Switch_PlanarMap1_Rotate,Switch_PlanarMap1_SingleSide,Switch_PlanarMap2,Switch_PlanarMap2_Rotate,Switch_PlanarMap2_SingleSide,Switch_PlantGrow,Switch_Pre_Transparent,Switch_RayMarch_Shadow,Switch_Refraction,Switch_RimAlpha,Switch_SSR,Switch_Scale_UV_Sync0,Switch_Scale_UV_Sync1,Switch_Scale_UV_Sync2,Switch_ShadowOnly,Switch_ShadowReceive,Switch_Shaking,Switch_ShakingVColor,Switch_ShardSearch,Switch_Specular_Mask_By_Color0_B,Switch_Specular_Pitch_Adjust,Switch_SphereMap,Switch_ToneMapping,Switch_ToonMap,Switch_ToonMask,Switch_TranslucentMap,Switch_VertexColor,Switch_VertexColor0,Switch_VertexColor1,Switch_WaterMulti,Switch_Water_Ripple,Switch_Water_Ripple_Source,Switch_ZPrePass,TEX1BLENDMODE,TEX2BLENDMODE,TEX4BLENDMODE,frozen,isShadowEnable_g,isSwatchRender_g,lightEnable_g,noOutputMrt_g,postTransparent_g
map#206ace97810d3e63,,ob4010vec00_l1.mdl,1,,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,-1,,,,,-1,,,,,,,,-1,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,0,0,0,,0,,0,,,,,,0,,,,,0,,0,,0,,1,0,0,1,0,,,,0,1,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,,,,,,1,,,,0,0,,,,0,2,2,,0,0,0,0,,0
map#20935c29b69b9d31,mp0041.mdl,a1214.mdl,0,,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,-1,,,,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,0,0,0,,0,,0,,,,,,0,,,,,0,,0,,0,,1,0,0,0,0,,,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,,,,,,1,,,,0,1,,,,0,0,0,,0,0,0,0,,0
map#20b77c5346151a1e,mp0040_l1.mdl,mp0040_l1.mdl,0,,1,1,1,,,,,,,,,-1,-1,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,,,,,,-1,-1,-1,,,,,,,-1,,,-1,,,,,,,,,,,-1,,,,,,,,-1,,,,-1,,,,,0,0,0,0,0,,0,0,0,0,0,0,1,1,,1,,1,0,0,,0,,0,,,,,,0,,,,,0,,0,,0,,1,1,1,0,0,,,,0,1,1,1,,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,0,0,0,0,0,1,0,0,,,,,,1,,,,1,0,,,,0,0,0,,0,0,0,0,,0
map#20fb400e818401bf,ef_obj_b016.mdl,,1,,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,0,0,0,,0,,0,,,,,,0,,,,,,,0,,0,,1,0,0,0,0,,,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,0,0,0,0,0,,,,,0,,,,0,0,,,,,0,0,,0,0,,0,,0
map#2102a2c970e92c2f,mp2061_01.mdl,mp2061_01.mdl,1,,,,1,,,,,,,,,-1,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,-1,,,,,0,0,0,0,0,,0,0,0,0,0,0,1,1,,0,,1,0,0,,0,,0,,,,,,0,,,,,0,,0,,0,,1,0,0,0,0,,,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,,,,,,1,,,,1,0,,,,0,2,2,,0,0,0,0,,0
map#223366b1cd88591d,,ob5200obj07.mdl,1,,,,1,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,0,0,0,0,0,,1,0,0,0,0,0,1,0,,0,,0,0,0,,0,,0,,,,,,1,,,,,0,,0,,0,,1,0,0,0,0,,,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,,0,,,,1,,,,0,0,,,0,0,0,0,,0,0,0,0,0,0
map#2252aeaa183a583b,,mp6200.mdl,0,1,1,1,1,,,,,,,,,-1,-1,,-1,,-1,,,,,,,,,,,,,,,,,,,,-1,,,-1,-1,-1,,,,,,-1,-1,-1,,-1,,,-1,,-1,,,-1,,,,,,,,,,,-1,,,,,,,,-1,,,,-1,,,,,0,0,0,0,0,,0,0,0,0,0,0,1,1,,1,,0,1,0,,0,,0,,,,,,0,,,,,0,,1,,0,,1,1,1,0,0,,,,0,1,1,1,,1,0,0,1,0,1,0,0,1,0,0,0,0,,,0,0,0,0,0,0,1,0,0,,0,,,,1,,,,1,0,,,0,0,0,0,,0,0,0,0,0,0
map#228027a45ad9923f,,ob6013lig03.mdl,1,,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,0,0,0,,0,,0,,,,,,1,,,,,0,,0,,0,,0,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,,0,,,,0,0,,,,0,0,0,,0,0,0,0,,0
map#22970bd277c040a7,ob2061plt02b.mdl,ob2061plt02b.mdl,1,,,,1,-1,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,1,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,0,0,0,,0,,1,,,,,,0,,,,,0,,0,,0,,1,0,0,0,0,,,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,,,,,,0,,,,0,0,,,,0,0,0,,0,0,0,0,,0
map#22adc5ba2c5d5dc7,,mp0010.mdl,0,1,,,1,,,,,,,,,-1,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,1,0,0,,0,,0,,,,,,0,,,,,0,,0,,0,,1,0,0,0,0,,,,0,1,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,,0,,,,1,,,,0,0,,,0,0,0,0,,0,0,0,0,0,0
map#22e5fa6770e32ce4,mp0011.mdl,ob0000obj04.mdl,0,,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,0,0,0,,0,,0,,,,,,0,,,,,0,,0,,0,,1,0,0,1,0,,,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,,,,,,0,,,,0,0,,,,0,2,0,,0,0,0,0,,0
map#2394ea6e6326b89a,mp8100.mdl,ob5300vec00.mdl,1,,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,-1,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,0,0,0,,0,,0,,,,,,1,,,,,0,,0,,0,,1,0,0,0,0,,,,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,,1,,,,0,0,,,,0,0,0,,0,0,0,0,,0
map#2396afe0a5d1787d,,mp0041.mdl,0,,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,-1,,,,,-1,,,,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,0,0,0,,0,,0,,,,,,0,,,,,0,,0,,0,,1,0,0,0,0,,,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,1,0,0,,,,,,1,,,,0,1,,,0,0,0,0,,0,0,0,0,0,0
map#23bebd8a097e56f4,,ob6100hou00.mdl,1,,,,1,,,,,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,-1,,,,,0,0,0,0,0,,0,0,0,0,0,0,1,0,,1,,0,0,0,,0,,0,,,,,,0,,,,,0,,0,,0,,1,0,0,1,0,,,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,,,,,,1,,,,1,0,,,0,0,0,0,,0,0,0,0,,0
map#23f7537782fc6c8e,mp1081_02.mdl,mp1081_02.mdl,1,,,,1,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,,1,,0,,,,,,0,,,,,0,,0,,0,,1,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,,,,,,0,,,,0,0,,,,0,0,0,,0,0,0,0,,0
map#24286f2f6e0ebad9,,ob0000rok03e.mdl,1,,,,1,,,,,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,-1,,,-1,-1,-1,,,,,,-1,-1,-1,,,,,,,,,,,,,,,,,-1,-1,-1,,-1,,,,,,,,-1,,,,-1,-1,,,,0,0,0,0,0,,0,0,0,0,0,0,1,0,,1,,0,0,0,,0,,0,,,,,,0,,,,,0,,1,,0,,1,1,1,0,0,,,,0,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,1,1,0,1,0,0,,0,,,,1,,,,1,1,,,0,0,0,0,,0,0,0,0,0,0
map#24a1d8251eee525c,mp0011_l1.mdl,mp0011_l1.mdl,1,,,,0,-1,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,1,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,0,0,0,,0,,1,,,,,,0,,,,,0,,0,,0,,0,0,0,0,0,,,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,0,1,0,0,,,,,,0,,,,0,0,,,,0,0,0,,0,0,0,0,,0
map#24e1fd1e4ccb9d01,mp0040.mdl,mp0040.mdl,0,,1,1,1,,,,,,,,,-1,-1,,-1,-1,,,,,,,,,,,,,,,,,,,,,-1,,,-1,-1,-1,,,,,,-1,-1,-1,,,,,,,-1,,,-1,,,,,,,,,,,-1,,,,,,,,-1,,,,-1,-1,,,,0,0,0,0,0,,0,0,0,0,0,0,1,1,,1,,1,0,0,,0,,0,,,,,,0,,,,,0,,1,,0,,1,1,1,0,0,,,,0,1,1,1,,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,0,0,0,0,0,1,0,0,,,,,,1,,,,1,1,,,,0,0,0,,0,0,0,0,,0
map#24f9f6c7db03406f,,ob5500evt02e.mdl,1,,,,0,-1,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,1,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,0,0,0,,0,,1,,,,,,0,,,,,0,,0,,0,,0,0,0,0,0,,,,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,,,,0,,,,0,1,,,0,0,0,0,,0,0,0,0,0,0
map#25387f341eee0d15,ob4010plt12.mdl,ob4010plt12.mdl,0,,,,0,-1,,,,,,,,-1,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,-1,-1,,,,,,,,,,,,-1,,,,1,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,1,0,0,,0,,1,,,,,,0,,,,,0,,0,,0,,1,0,0,0,0,,,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,1,1,0,,,,,,0,,,,0,1,,,,0,0,0,,0,0,0,0,,0
map#2575292eaaa9bff3,mp2010_07.mdl,mp2010_07.mdl,1,,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,0,0,0,,0,,0,,,,,,0,,,,,0,,0,,0,,0,0,0,0,0,,,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,,,,,,1,,,,0,0,,,,0,0,0,,0,0,0,0,,0
map#257b7bdcd7bf05de,,ob_e10_003.mdl,1,,,,0,,,,,,,,,-1,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,1,0,0,,0,,0,,,,,,0,,,,,0,,0,,0,,1,0,0,0,0,,,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,,,,,,0,,,,0,0,,,,0,0,0,,0,0,0,0,,0
map#25bdd339da99982b,ob2081obj03.mdl,ob2081obj03.mdl,0,,,,0,-1,,,,,,,,-1,,,,-1,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,1,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,1,0,0,,1,,1,,,,,,0,,,,,0,,0,,0,,0,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,,,,,,0,,,,0,1,,,,0,0,0,,0,0,0,0,,0
map#261b1b812b40e7c9,,ob0054obj90.mdl,1,,,,0,,,,,,,,,-1,-1,,-1,-1,-1,-1,,,,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,0,0,0,0,0,,0,1,1,1,1,0,1,1,,1,,1,1,1,,0,,0,,,,,,0,,,,,0,,0,,0,,0,0,0,0,0,,,,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,,,,0,,,,1,0,,,0,0,1,1,,0,0,0,0,0,0
map#2657b78dd82fd5cf,ob0051plt00.mdl,ob0051plt00.mdl,0,,,,0,-1,,,,,,,,-1,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,1,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,1,0,0,,0,,1,,,,,,0,,,,,0,,0,,0,,0,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,,,0,0,0,0,,,,,,0,,,,0,1,,,,0,0,0,,0,0,0,0,,0
map#26a27193ff054001,mp0063_l1.mdl,mp0063_l1.mdl,1,,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,0,0,0,,0,,0,,,,,,0,,,,,0,,0,,0,,1,0,0,0,0,,,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,,,,,,1,,,,0,0,,,,0,2,0,,0,0,0,0,,0
map#26f2d4b3e2274434,mp3041.mdl,,0,,1,,1,,,,,,,,,-1,-1,,,,-1,,,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,-1,-1,,,,,,,,-1,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,-1,,,,,0,0,0,0,0,,0,0,0,0,0,0,1,1,,0,,0,1,0,,0,,0,,,,,,0,,,,,0,,0,,0,,1,1,0,0,0,,,,0,1,1,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,,,,,,1,,,,1,0,,,,0,0,2,,0,0,0,0,,0
map#2708ed11d744b0d7,,mp5400_l1.mdl,1,,1,,1,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,-1,,,-1,-1,,-1,,,,,-1,-1,,,,,,,,-1,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,-1,,,,,0,0,0,0,0,,0,0,0,0,0,0,1,1,,0,,0,0,0,,0,,0,,,,,,0,,,,,0,,1,,0,,1,1,0,1,0,,,,0,1,1,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,,,,,,1,,,,1,0,,,,0,0,0,,0,0,0,0,,0
map#272ca7c6de2b9caf,,ob5310lig00.mdl,1,,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,0,0,0,,0,,0,,,,,,1,,,,,0,,0,,0,,1,0,0,1,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,,0,,,,0,0,,,,0,0,0,,0,0,0,0,,0
map#278635f196dcb1da,a0399.mdl,a0399.mdl,0,,,,0,,,,,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,0,1,0,,0,,0,,,,,,0,,,,,0,,0,,0,,0,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,,,,,,0,,,,0,0,,,,0,0,0,,0,0,0,0,,0
map#28365accddec3c43,,ob3070obj00.mdl,1,,,,0,,,,,,,,,-1,,,,-1,,,,,,-1,,,-1,,,,,,-1,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,1,0,0,1,0,1,0,,0,,1,0,0,,0,,0,,,,,,1,,,,,0,,0,,0,,0,0,0,0,0,,,,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,,,,0,,,,0,0,,,0,0,0,0,,0,0,0,0,0,0
map#286b4f4510116fe8,mp1010_01.mdl,mp1010_01.mdl,1,,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,0,0,0,,0,,0,,,,,,0,,,,,0,,0,,0,,1,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,,,,,,1,,,,0,0,,,,0,0,0,,0,0,0,0,,0
map#289e510e595b982e,ob0000plt17b.mdl,ob0000plt17b.mdl,1,,,,1,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,-1,,,,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,0,0,0,,0,,1,,,,,,0,,,,,0,,0,,0,,0,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,0,,,,,,0,,,,0,1,,,,0,0,0,,0,0,0,0,,0
map#28f832174a557149,mp0040_l1.mdl,mp0040_l1.mdl,0,,1,1,1,,,,,,,,,-1,-1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,,,,,,-1,-1,-1,,-1,,,,,-1,,,-1,,,,,,,,,,,-1,,,,,,,,-1,,,,-1,,,,,0,0,0,0,0,,0,0,0,0,0,0,1,1,,1,,0,0,0,,0,,0,,,,,,0,,,,,0,,0,,0,,1,1,1,0,0,,,,0,1,1,1,,1,0,0,0,0,1,0,0,1,0,0,0,0,,,0,0,0,0,0,0,1,0,0,,,,,,1,,,,1,0,,,,0,0,0,,0,0,0,0,,0
map#291ea91fa5ffac52,mp8000.mdl,mp8000.mdl,1,,,,1,,,,,,,,,-1,,,,-1,-1,,,,,,,,,,,,,,-1,,,,,,,,,-1,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,1,1,0,,0,,0,,,,,,1,,,,,0,,0,,0,,1,0,0,0,0,,,,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,,,,,,1,,,,0,0,,,,0,0,0,,0,0,0,0,,0
map#2947d14e737f1cbb,ob2072obj15b.mdl,ob2072obj15b.mdl,1,,,,1,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,,,,,-1,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,1,0,,0,,0,0,0,,0,,1,,,,,,0,,,,,0,,0,,0,,1,0,0,1,0,,,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,1,,,,,,1,,,,0,0,,,,0,0,0,,0,0,0,0,,0
