shader,YS_X,YS_Y,Light_Directional_use_implicit_lighting,SPECULARMODE,SWITCH_ALPHATEST,SWITCH_BACKLIGHTGRADATION,SWITCH_BILLBOARD,SWITCH_BILLBOARDY,SWITCH_CAUSTICS,SWITCH_DEFORMATION,SWITCH_DEPTHALPHA,SWITCH_DIFFUSEMAP0,SWITCH_DIFFUSEMAP1,SWITCH_DIFFUSEMAP2,SWITCH_DIFFUSEMAPCOLOR0,SWITCH_DIFFUSEMAPCOLOR1,SWITCH_DIFFUSEMAPCOLOR2,SWITCH_DISSOLVE,SWITCH_DITHERDISABLE,SWITCH_DITHERTRANSPARENT,SWITCH_DOUBLESIDE,SWITCH_DUDVENABLE0,SWITCH_DUDVENABLE1,SWITCH_DUDVENABLE2,SWITCH_DUDVMAP,SWITCH_FRESNELVERTEXNORMAL,SWITCH_GHOST,SWITCH_GLOW,SWITCH_HEIGHTMAP,SWITCH_HIGHLIGHT,SWITCH_HIGHLIGHTEDGE,SWITCH_MANACHAIN,SWITCH_MASKMAP0,SWITCH_MASKMAP1,SWITCH_MASKMAP2,SWITCH_METAL,SWITCH_MULTICOLOR,SWITCH_NOLIGHT,SWITCH_NORMALMAP0,SWITCH_NORMALMAP1,SWITCH_NORMALMAP2,SWITCH_NOSESIDELIGHT,SWITCH_OUTLINE,SWITCH_POINTLIGHTNORMALDISABLE,SWITCH_RANDOMBLEND,SWITCH_REFRACTION,SWITCH_RIMALPHA,SWITCH_SHADOWONLY,SWITCH_SHADOWRECEIVE,SWITCH_SHAKING,SWITCH_SHAKINGVCOLOR,SWITCH_SPHEREMAP,SWITCH_TOONMAP,SWITCH_VERTEXCOLOR,SWITCH_VERTEXCOLOR0,SWITCH_VERTEXCOLOR1,Switch_AlphaTest,Switch_BacklightGradation,Switch_Billboard,Switch_BillboardY,Switch_Caustics,Switch_DUDVEnable0,Switch_DUDVEnable1,Switch_DUDVEnable2,Switch_DUDVMap,Switch_Deformation,Switch_DepthAlpha,Switch_DiffuseMap0,Switch_DiffuseMap1,Switch_DiffuseMap2,Switch_DiffuseMapColor0,Switch_DiffuseMapColor1,Switch_DiffuseMapColor2,Switch_Dissolve,Switch_DitherDisable,Switch_DitherTransparent,Switch_DoubleSide,Switch_FresnelVertexNormal,Switch_Ghost,Switch_Glow,Switch_HeightMap,Switch_HighLight,Switch_HighLightEdge,Switch_ManaChain,Switch_MaskMap0,Switch_MaskMap1,Switch_MaskMap2,Switch_Metal,Switch_MultiColor,Switch_NoLight,Switch_NormalMap0,Switch_NormalMap1,Switch_NormalMap2,Switch_NoseSideLight,Switch_Outline,Switch_PointLightNormalDisable,Switch_RandomBlend,Switch_Refraction,Switch_RimAlpha,Switch_ShadowOnly,Switch_ShadowReceive,Switch_Shaking,Switch_ShakingVColor,Switch_SphereMap,Switch_ToonMap,Switch_VertexColor,Switch_VertexColor0,Switch_VertexColor1,TEX1BLENDMODE,TEX2BLENDMODE,frozen,isShadowEnable_g,lightEnable_g,noseSideLightTest_g,swatchRender_g
chara_skin#f4f645c0ed45c82d,b0201.mdl,,1,1,,,,,,,,-1,-1,-1,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,-1,-1,,,,,-1,,,,-1,,,-1,0,0,,,,,,,,,,1,1,1,,,,0,,,0,,0,0,,,1,,0,0,,,,,1,0,,0,1,1,0,,0,,1,,,,1,,0,1,0,1,0,0,0,0,0
chara_skin#f95efb28bc28ed1e,b0200.mdl,,1,1,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,-1,-1,,,,,-1,,,,-1,,,-1,0,0,,,,,,,,,,1,1,0,,,,0,,,0,,0,0,,,1,,0,0,,,,,1,0,,0,1,1,0,,0,,1,,,,1,,0,1,2,0,0,0,0,0,0
chara_skin#fa0ef16d9c2dd036,b3000.mdl,,1,1,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,-1,,-1,,,,,,,,,,-1,-1,,,,,-1,,,,-1,,,,0,0,,,,,,,,,,1,1,0,,,,0,,,0,,0,0,,,1,,1,0,,,,,0,0,,0,1,1,0,,0,,1,,,,1,,0,0,2,0,0,0,0,0,0
map#0062c8b76d89e370,o_m03hou05.mdl,,1,0,,,,,,,,-1,,,-1,,,,-1,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,0,,0,0,,0,0,0,0,,0,1,0,0,1,0,0,,1,,0,,,0,0,,0,0,0,0,0,0,,1,0,0,0,,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
map#00b06df39dadc197,o_m01rok20.mdl,,1,0,,,,,,,,-1,-1,,,,,,,,,,,,,,,,-1,,,,-1,,,,,,-1,-1,,,,,,,,,-1,,,,-1,,-1,,0,,0,0,,0,0,0,0,,0,1,1,0,0,0,0,,0,,0,,,0,1,,0,0,1,0,0,0,,0,1,1,0,,0,0,0,,0,0,1,0,0,,1,,1,0,0,0,0,0,0,,0
map#00ce7fbe0b4680e3,mp_m1112.mdl,,1,0,,,,,,,,-1,-1,,,-1,,,,,,,,,,,,,,,-1,,-1,,,,,,-1,,,,,,,,,,-1,,,,-1,,-1,-1,0,,0,0,,0,0,0,0,,0,1,1,0,0,1,0,,0,,0,,,0,0,,1,0,1,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,1,1,0,0,0,0,0,,0
map#013daace307b7c8f,o_m00evt03b.mdl,,1,1,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,1,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,0,,,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,0,1,0,0,0,,0,,0,0,0,0,0,0,0,,0
map#015f80a8e1390ce7,mp_t1200s.mdl,,1,0,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,,-1,,,,,,,-1,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,1,,0,,,0,0,,1,0,0,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,0,,0,1,0,0,0,0,0,,0
map#019c7a9804e2710d,o_t02kmo09.mdl,,1,1,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,-1,,,,,,-1,,,,,,,,,,-1,,,,-1,,,,0,,0,0,,0,0,0,0,,1,1,0,0,0,0,0,,0,,0,,,0,0,,0,0,1,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,0,0,0,0,0,0,0,,0
map#01ebf96d91e9cc81,o_m83obj00.mdl,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,-1,,,,,,,,,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,,0,0,,1,0,0,0,0,0,,0,0,0,0,,0,0,0,,0,1,0,0,0,,0,,0,0,0,0,0,0,0,,0
map#0290eae59d8a5ff4,o_m51hou06.mdl,,1,0,,,,,,,,-1,-1,,,-1,,,,,,,,,,,,,-1,,-1,,-1,,,,,,-1,-1,,,,,,,,,-1,,,,-1,,-1,,0,,0,0,,0,0,0,0,,0,1,1,0,0,1,0,,0,,0,,,0,1,,1,0,1,0,0,0,,0,1,1,0,,0,0,0,,0,0,1,0,0,,1,,1,0,0,0,0,0,0,,0
map#02cc5eea1a3e961d,ef_obj_a276.mdl,,1,0,,,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,,-1,,,,,,-1,,,,,,,,,,,,,,-1,,,,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,0,,,0,0,,1,0,1,0,0,0,,0,1,0,0,,0,0,0,,0,0,0,0,0,,1,,0,0,0,0,0,0,0,,0
map#02e17252e7482281,o_t02eat02.mdl,,1,1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,-1,,,,,,,,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,0,,,0,0,,0,0,1,0,0,0,,0,0,0,0,,0,0,0,,0,0,1,0,0,,0,,0,0,0,0,0,0,0,,0
map#0329f1a5c10b36c5,ef_obj_r002.mdl,,1,0,,,,,,,,-1,-1,,,,,,,,,,,,,,,,-1,,-1,,-1,-1,,,,,-1,-1,,,,,,,,,-1,,,,-1,,-1,,0,,0,0,,0,0,0,0,,0,1,1,0,0,0,0,,0,,0,,,0,1,,1,0,1,1,0,0,,0,1,1,0,,0,0,0,,0,0,1,0,0,,1,,1,0,0,0,0,0,0,,0
map#0443e45fad2d067a,o_t12hou31b.mdl,,1,0,,,,,,,-1,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,0,0,0,,1,1,0,0,1,0,0,,0,,0,,,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
map#045735b1a3230b40,mp_t6200.mdl,,1,1,,,,,,,,-1,-1,,,-1,,,,,,,,,,,,,,,-1,,-1,-1,,,,,-1,-1,,,,,,,,,-1,,,,-1,,-1,,0,,0,0,,0,0,0,0,,0,1,1,0,0,1,0,,0,,0,,,0,0,,1,0,1,1,0,0,,0,1,1,0,,0,0,0,,0,0,1,0,0,,1,,1,0,0,0,0,0,0,,0
map#04978b2035e0eed9,mp_m8105.mdl,,1,1,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,-1,,,,,,,,,,-1,,,,-1,,-1,,0,,0,0,,0,0,0,0,,0,1,1,0,0,0,0,,0,,0,,,0,0,,0,0,1,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,1,0,0,0,0,0,0,,0
map#058eba8f03f74edd,o_m11plt51.mdl,,1,0,-1,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,-1,1,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,1,,,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,1,1,0,,0,,0,1,0,0,0,0,0,,0
map#05abec78e294100c,o_t12lig31.mdl,,1,0,,,,,,,,-1,,,-1,,,,,,,,,,,,,-1,,,,,,,,,,-1,,,,,,,,,,,-1,,,,-1,,,,0,,0,0,,0,0,0,0,,0,1,0,0,1,0,0,,0,,0,,,1,0,,0,0,0,0,0,0,,1,0,0,0,,0,0,0,,0,0,1,0,0,,1,,0,0,0,0,0,0,0,,0
map#05c03a46478e3819,o_m92plt53.mdl,,1,0,-1,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,-1,,,,,,,-1,1,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,1,,,0,0,,0,0,0,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,0,,0,1,0,0,0,0,0,,0
map#0650faec81140686,mp_m4100.mdl,,1,0,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,-1,,-1,,,-1,,,-1,,,,,,,,,,-1,,,,-1,,,,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,1,,0,,,0,0,,1,0,1,0,0,1,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,0,0,0,0,0,0,0,,0
map#065287c2556e2ab4,mp_m1240s.mdl,,1,1,,,,,,,,-1,-1,,,,,,-1,,,,,,,,,,,,-1,,-1,-1,,,,,-1,-1,,,,,,,,,-1,,,,-1,,-1,-1,0,,0,0,,0,0,0,0,,0,1,1,0,0,0,0,,1,,0,,,0,0,,1,0,1,1,0,0,,0,1,1,0,,0,0,0,,0,0,1,0,0,,1,,1,1,0,2,0,0,0,,0
map#067b3412192b18a6,mp_t1200s.mdl,,1,0,,,,,,,,-1,-1,,,,,,-1,,,,,,,,,,-1,,-1,,,-1,,,,,-1,-1,,,,,,,,,-1,,,,,,-1,,0,,0,0,,0,0,0,0,,0,1,1,0,0,0,0,,1,,0,,,0,1,,1,0,0,1,0,0,,0,1,1,0,,0,0,0,,0,0,1,0,0,,0,,1,0,0,0,0,0,0,,0
map#068e27c71ef22dbd,c7030.mdl,,1,0,,,,,,,,-1,,,-1,,,,-1,,,,,,,,,,-1,,-1,,-1,,,,,,-1,,,,,,,,,,-1,,,,-1,,,,0,,0,0,,0,0,0,0,,0,1,0,0,1,0,0,,1,,0,,,0,1,,1,0,1,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,0,0,0,0,0,0,0,,0
map#06b878f59b71ddff,o_s00shi51.mdl,,1,1,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,-1,,,-1,,,-1,,,,,,,,,,-1,,,,-1,,,-1,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,1,,0,,,0,0,,0,0,1,0,0,1,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,0,1,0,0,0,0,0,,0
map#06e9b3d0a6192895,mp_m8101.mdl,,1,1,,,,,,,,-1,-1,,,-1,,,,,,,,,,,,,,,,,-1,,,,,,-1,,,,,,,,,,-1,,,,-1,,-1,-1,0,,0,0,,0,0,0,0,,0,1,1,0,0,1,0,,0,,0,,,0,0,,0,0,1,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,1,1,0,0,0,0,0,,0
map#079730a0f2b66b0e,o_m93obj04.mdl,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,0,1,0,0,0,,0,,0,0,2,0,0,0,0,,0
map#07b3c0b20181cbe2,mp_m8108.mdl,,1,1,,,,,,,,-1,,,-1,,-1,,,,,-1,-1,-1,,,,,,,,,,,,-1,,,,,,,,,,,,,-1,,,,,,,,0,,0,0,,1,1,1,0,,0,1,0,0,1,0,1,,0,,0,,,0,0,,0,0,0,0,0,1,,0,0,0,0,,0,0,0,,0,0,1,0,0,,0,,0,0,1,0,0,0,0,,0
map#07bb3fb1560b782e,o_m92sky01.mdl,,1,0,,,-1,,,,,-1,,,-1,,,,-1,,,,,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,-1,0,,1,0,,0,0,0,0,,0,1,0,0,1,0,0,,1,,0,,,1,0,,0,0,1,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,,0,1,0,0,0,0,0,,0
map#08471cad0d07e202,mp_m1220.mdl,,1,0,,,,,,,,-1,-1,,,,,,-1,,,,,,,,,,-1,,-1,,-1,-1,,,,,-1,-1,,,,,,,,,-1,,,,-1,,-1,,0,,0,0,,0,0,0,0,,0,1,1,0,0,0,0,,1,,0,,,0,1,,1,0,1,1,0,0,,0,1,1,0,,0,0,0,,0,0,1,0,0,,1,,1,0,0,0,0,0,0,,0
map#08586cfe8cfaf6d7,mp_m1101.mdl,,1,1,,,,,,,,-1,-1,,,-1,,,-1,,,,,,,,,,-1,,-1,,-1,,,,,,-1,-1,,,,,,,,,,,,,-1,,-1,,0,,0,0,,0,0,0,0,,0,1,1,0,0,1,0,,1,,0,,,0,1,,1,0,1,0,0,0,,0,1,1,0,,0,0,0,,0,0,0,0,0,,1,,1,0,0,0,0,0,0,,0
map#087e0d376c557296,o_t00kmo07.mdl,,1,0,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,-1,,,,1,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,0,,,0,0,,1,0,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,1,0,0,,1,,0,0,0,0,0,0,0,,0
map#089c7f406c712506,o_s02shi46.mdl,,1,1,-1,,,,,,,-1,,,-1,,,,-1,,-1,,,,,,,,,,,,-1,,,-1,,,-1,,,,,,,,,,-1,-1,-1,,-1,,-1,,1,,0,0,,0,0,0,0,,0,1,0,0,1,0,0,,1,,1,,,0,0,,0,0,1,0,0,1,,0,1,0,0,,0,0,0,,0,0,1,1,1,,1,,1,0,0,0,0,0,0,,0
map#08d52c8979f448fc,o_m31swt21.mdl,,1,1,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,,-1,,,-1,,,-1,,,,,,,,,,-1,,,,-1,,,,1,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,0,,,0,0,,1,0,1,0,0,1,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,0,0,0,0,0,0,0,,0
map#08f62f7d123dbcf6,o_m51hou01.mdl,,1,0,,,,,,,,-1,,,,-1,,,-1,,,,,,,,,,-1,,-1,,-1,,,,,,-1,,,,,,,,,,-1,,,,-1,,,,0,,0,0,,0,0,0,0,,0,1,0,0,0,1,0,,1,,0,,,0,1,,1,0,1,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,0,0,0,0,0,0,0,,0
map#08f7329694224be9,mp_m0110.mdl,,1,1,,,,,,,,-1,-1,,,,,,,,,,,,,,,,-1,,-1,,-1,,,,,,-1,-1,,,,,,,,,-1,,,,-1,,-1,,0,,0,0,,0,0,0,0,,0,1,1,0,0,0,0,,0,,0,,,0,1,,1,0,1,0,0,0,,0,1,1,0,,0,0,0,,0,0,1,0,0,,1,,1,0,0,0,0,0,0,,0
map#0947394225e8a753,o_m63hou01.mdl,,1,0,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,-1,,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,,0,,1,,,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,0,1,1,1,1,,0,,1,0,0,0,0,0,0,,0
map#09671e0f271bbb5c,o_m03hou06.mdl,,1,1,,,,,,,,-1,-1,,-1,,,,-1,,,,,,,,,,,,-1,,-1,,,-1,,,-1,,,,,,,,,,-1,,,,-1,,,,0,,0,0,,0,0,0,0,,0,1,1,0,1,0,0,,1,,0,,,0,0,,1,0,1,0,0,1,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,0,0,0,0,0,0,0,,0
map#0a83ea588ca70980,mp_m8107.mdl,,1,1,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,-1,,,,,,,,,,-1,,,,-1,,,-1,0,,0,0,,0,0,0,0,,0,1,1,0,0,0,0,,0,,0,,,0,0,,0,0,1,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,0,1,0,0,0,0,0,,0
map#0af3ad52019b236c,o_m93lig00.mdl,,1,1,,,,,,,,-1,,,,,,,,,,,,,,,,,-1,,-1,,,,,-1,,,-1,,,,,,,,,,-1,,,,-1,,,,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,0,,,0,1,,1,0,0,0,0,1,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,0,0,0,0,0,0,0,,0
map#0b7e9e54ced2e6fa,ef_obj_a277.mdl,,1,0,,,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,,-1,,,-1,,,-1,,,,,,,,,,,,,,-1,,,,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,0,,,0,0,,1,0,1,0,0,1,,0,1,0,0,,0,0,0,,0,0,0,0,0,,1,,0,0,0,0,0,0,0,,0
map#0c2eb882ce6dfe6d,o_t12evt01.mdl,,1,1,-1,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,-1,,,,,,,,1,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,1,,,0,0,,0,0,0,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,0,,0,0,0,0,0,0,0,,0
map#0c424ba55c7bb857,o_m31gim03.mdl,,1,0,,,,,,,,-1,-1,,-1,-1,,,-1,,,,,,,,,,,,-1,,-1,,,,,,-1,-1,,,,,,,,,,,,,,,-1,,0,,0,0,,0,0,0,0,,0,1,1,0,1,1,0,,1,,0,,,0,0,,1,0,1,0,0,0,,0,1,1,0,,0,0,0,,0,0,0,0,0,,0,,1,0,0,0,0,0,0,,0
map#0c435d36325ace46,mp_m9301.mdl,,1,0,,,,,,,,-1,-1,,,,,,-1,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,,-1,,,,-1,,,,0,,0,0,,0,0,0,0,,0,1,1,0,0,0,0,,1,,0,,,0,0,,1,0,0,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,0,0,0,0,0,0,0,,0
map#0c66f4b62b51158a,o_m03obj01.mdl,,1,1,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,,-1,,,,-1,,,-1,1,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,0,,,0,0,,1,0,0,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,0,1,0,0,0,0,0,,0
map#0cca05c3c4aaef84,o_s00sea03.mdl,,1,0,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,-1,0,,0,0,,0,0,0,0,,1,1,0,0,0,0,0,,0,,0,,,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,1,0,0,0,0,,0,,0,1,0,0,0,0,0,,0
map#0cde1e4c45ca9ab8,o_m00plt01c.mdl,,1,0,-1,,,,,,,-1,-1,,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,-1,,,,,-1,,,,-1,-1,,,,,,-1,1,,0,0,,0,0,0,0,,0,1,1,0,0,0,0,,0,,1,,,0,0,,0,0,0,0,0,0,,0,1,1,0,,0,0,1,,0,0,1,1,0,,0,,0,1,0,0,0,0,0,,0
map#0d3746331639986d,mp_t1240.mdl,,1,0,,,,,,,,-1,,,-1,,,,-1,,,,,,,,,,,,-1,,-1,,,,,,-1,,,,,,,,,,-1,,,,-1,,,,0,,0,0,,0,0,0,0,,0,1,0,0,1,0,0,,1,,0,,,0,0,,1,0,1,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,0,0,0,0,0,0,0,,0
map#0d69dfbcf44e2379,o_s00shi51.mdl,,1,1,,,,,,,,-1,,,-1,,,,-1,,,,,,,,,,,,,,-1,,,,,,-1,,,,,,,,,,-1,,,,-1,,,-1,0,,0,0,,0,0,0,0,,0,1,0,0,1,0,0,,1,,0,,,0,0,,0,0,1,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,0,1,0,0,0,0,0,,0
map#0d8a6251d13d1a26,o_s00shi22.mdl,,1,1,,,,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,-1,,,,,,,,,,-1,,,,-1,,,,0,,0,0,,0,0,0,0,,0,1,0,0,1,0,0,,0,,0,,,0,0,,0,0,1,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,0,0,0,0,0,0,0,,0
map#0e852778e33d6c6c,mp_m0110.mdl,,1,0,,,,,,,-1,-1,,,-1,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,0,,0,0,,0,0,0,0,,1,1,0,0,1,0,0,,1,,0,,,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,,1,,0,0,0,0,0,0,0,,0
map#0eee90eaf1d1dc29,o_s00brk72.mdl,,1,1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,,-1,,,,-1,,,,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,0,,,0,0,,1,0,0,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,0,0,0,0,0,0,0,,0
map#113e9c8076f60bc0,o_m83hsp02.mdl,,1,1,,,,,,,,-1,,,,,,,,,,,,,,,,-1,,,-1,,-1,,,,,,-1,,,,,,,,,,,,,,-1,,,,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,0,,,1,0,,1,0,1,0,0,0,,0,1,0,0,,0,0,0,,0,0,0,0,0,,1,,0,0,0,0,0,0,0,,0
map#114481274aee7267,o_m21plt31.mdl,,1,0,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,-1,,,,,-1,1,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,0,,,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,0,1,0,1,1,,0,,0,1,0,0,0,0,0,,0
map#11bc2d80070340ac,o_m21obj02.mdl,,1,0,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,-1,,,,,,,,,,,,,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,0,,,0,0,,0,0,0,0,0,0,,1,0,0,0,,0,1,0,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0
map#1285e7548bdfc8fa,o_m92etc03.mdl,,1,0,-1,,,-1,,,,-1,,,-1,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,,0,1,,0,0,0,0,,0,1,0,0,1,0,0,,0,,0,,,1,0,,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,,0,1,0,0,0,0,0,,0
map#134bfbf53f0d8433,o_m93obj61.mdl,,1,0,,,,,,,,-1,-1,,,,,,-1,,,,,,,,,,-1,,-1,,,,,,,,-1,-1,,,,,,,,,-1,,,,,,-1,,0,,0,0,,0,0,0,0,,0,1,1,0,0,0,0,,1,,0,,,0,1,,1,0,0,0,0,0,,0,1,1,0,,0,0,0,,0,0,1,0,0,,0,,1,0,0,0,0,0,0,,0
map#135d8c87f426d246,o_t10kag30.mdl,,1,0,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,-1,,,,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,0,,,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,0,1,0,0,0,,1,,0,0,0,0,0,0,0,,0
map#13dc3949d230fd0f,mp_m0132.mdl,,1,0,,,,,,,,-1,,,-1,,,,,,,,,,,,,,,,-1,,-1,,,,,,-1,,,,,,,,,,-1,,,,-1,,,,0,,0,0,,0,0,0,0,,0,1,0,0,1,0,0,,0,,0,,,0,0,,1,0,1,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,0,0,,1,,0,0,0,0,0,0,0,,0
map#13f95a0cdb209927,test_mp_room0001.mdl,,1,0,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,1,,0,,,0,0,,1,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,1,0,0,,0,,0,0,0,0,0,0,0,,0
map#1418d8d38fc96ee2,o_s00shi24.mdl,,1,0,-1,,,,,,,-1,-1,,,-1,,,,,-1,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,,-1,-1,-1,,-1,,-1,,1,,0,0,,0,0,0,0,,0,1,1,0,0,1,0,,0,,1,,,0,0,,1,0,0,0,0,0,,0,1,0,0,,0,0,0,,0,0,1,1,1,,1,,1,0,2,0,0,0,0,,0
map#144b7a0126fd8275,ef_obj_a270.mdl,,1,0,,,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,,,,,,-1,,,-1,0,,0,0,,0,0,0,0,,0,1,0,0,0,0,0,,0,,0,,,0,0,,1,0,0,0,0,0,,0,1,0,0,,0,0,0,,0,0,0,0,0,,1,,0,1,0,0,0,0,0,,0
