shader,KAI,KURO1,KURO2,Light_Directional_use_implicit_lighting,PLANARMAP0AXIS,PLANARMAP1AXIS,PLANARMAP2AXIS,SPECULARMODE,SWITCH_ALPHATEST,SWITCH_ATMOSPHERE,SWITCH_BILLBOARD,SWITCH_BILLBOARDY,SWITCH_BILLBOARDY_PAT,SWITCH_BILLBOARDY_PAT_S,SWITCH_CHARA,SWITCH_CRYSTAL,SWITCH_DEPTHALPHA,SWITCH_DIFFUSEMAP0,SWITCH_DIFFUSEMAP1,SWITCH_DIFFUSEMAP1EDGEALPHA,SWITCH_DIFFUSEMAP2,SWITCH_DIFFUSEMAP2EDGEALPHA,SWITCH_DIFFUSEMAPCOLOR0,SWITCH_DIFFUSEMAPCOLOR1,SWITCH_DIFFUSEMAPCOLOR2,SWITCH_DISALLOW_NEARFADE_DISABLE,SWITCH_DITHERDISABLE,SWITCH_DITHERTRANSPARENT,SWITCH_DOUBLESIDE,SWITCH_DUDVENABLE0,SWITCH_DUDVENABLE1,SWITCH_DUDVENABLE2,SWITCH_DUDVMAP,SWITCH_DUDV_IGNORE_SCROLL,SWITCH_ENVMAP0,SWITCH_GEOMETRYMORPH,SWITCH_GLOW,SWITCH_GLOWMAP0,SWITCH_GLOWMAP0EDGEALPHA,SWITCH_GLOWMAP1,SWITCH_GLOWMAP1EDGEALPHA,SWITCH_GLOWMAP_FOGINT,SWITCH_GRENDEL,SWITCH_HIGHLIGHT,SWITCH_INTERIORMAP,SWITCH_MAPCOLOR,SWITCH_MASKMAP0,SWITCH_MASKMAP1,SWITCH_MASKMAP2,SWITCH_METAL,SWITCH_MIRROR,SWITCH_NEARFADE,SWITCH_NOLIGHT,SWITCH_NORMALMAP0,SWITCH_NORMALMAP1,SWITCH_NORMALMAP2,SWITCH_NO_ATMOSPHERE,SWITCH_NO_CORROSION_DECAL,SWITCH_PARALLAXMAP0,SWITCH_PARALLAXMAP1,SWITCH_PARALLAXMAP2,SWITCH_PLANARMAP0,SWITCH_PLANARMAP1,SWITCH_PLANARMAP1_SINGLESIDE,SWITCH_PLANARMAP2,SWITCH_PLANARMAP2_ROTATE,SWITCH_PLANARMAP2_SINGLESIDE,SWITCH_PROJECTIONMAP1,SWITCH_REFRACTION,SWITCH_RIMALPHA,SWITCH_SHADOWONLY,SWITCH_SHADOWRECEIVE,SWITCH_SHAKING,SWITCH_SHAKINGVCOLOR,SWITCH_SHARDSEARCH,SWITCH_SPHEREMAP,SWITCH_SSR,SWITCH_TONEMAPPING,SWITCH_TOONMAP,SWITCH_TRANSLUCENTMAP,SWITCH_VERTEXCOLOR,SWITCH_VERTEXCOLOR0,SWITCH_VERTEXCOLOR1,SWITCH_WATERMULTI,SWITCH_WAVEDISTANCECORRECT,SWITCH_WAVEDISTANCECORRECT2,Switch_AlphaTest,Switch_Atmosphere,Switch_Billboard,Switch_BillboardY,Switch_BillboardY_Pat,Switch_BillboardY_Pat_S,Switch_Chara,Switch_Crystal,Switch_DUDVEnable0,Switch_DUDVEnable1,Switch_DUDVEnable2,Switch_DUDVMap,Switch_DUDV_Ignore_Scroll,Switch_DepthAlpha,Switch_DiffuseMap0,Switch_DiffuseMap1,Switch_DiffuseMap1EdgeAlpha,Switch_DiffuseMap2,Switch_DiffuseMap2EdgeAlpha,Switch_DiffuseMap3,Switch_DiffuseMapColor0,Switch_DiffuseMapColor1,Switch_DiffuseMapColor2,Switch_Disallow_NearFade_Disable,Switch_DitherDisable,Switch_DitherTransparent,Switch_DoubleSide,Switch_EnvMap0,Switch_GeometryMorph,Switch_Glow,Switch_GlowMap0,Switch_GlowMap0EdgeAlpha,Switch_GlowMap1,Switch_GlowMap1EdgeAlpha,Switch_GlowMap_FogInt,Switch_Grendel,Switch_HeightMapBlend,Switch_HighLight,Switch_InteriorMap,Switch_MapColor,Switch_MaskMap0,Switch_MaskMap1,Switch_MaskMap2,Switch_Metal,Switch_Mirror,Switch_NearFade,Switch_NoLight,Switch_No_Atmosphere,Switch_No_Corrosion_Decal,Switch_NormalMap0,Switch_NormalMap1,Switch_NormalMap2,Switch_NormalMap3,Switch_ParallaxMap0,Switch_ParallaxMap1,Switch_ParallaxMap2,Switch_PlanarMap0,Switch_PlanarMap0_Rotate,Switch_PlanarMap1,Switch_PlanarMap1_Rotate,Switch_PlanarMap1_SingleSide,Switch_PlanarMap2,Switch_PlanarMap2_Rotate,Switch_PlanarMap2_SingleSide,Switch_ProjectionMap0,Switch_ProjectionMap1,Switch_Refraction,Switch_RimAlpha,Switch_SSR,Switch_ShadowOnly,Switch_ShadowReceive,Switch_Shaking,Switch_ShakingVColor,Switch_ShardSearch,Switch_SphereMap,Switch_ToneMapping,Switch_ToonMap,Switch_TranslucentMap,Switch_VertexColor,Switch_VertexColor0,Switch_VertexColor1,Switch_WaterMulti,Switch_WaveDistanceCorrect,Switch_WaveDistanceCorrect2,Switch_ZPrePass,TEX1BLENDMODE,TEX2BLENDMODE,TEX3BLENDMODE,TEX4BLENDMODE,frozen,isShadowEnable_g,lightEnable_g,postTransparent_g
map#0e6273d77ec3af3d,c0013.mdl,,c0013.mdl,1,,,,1,,,,,,,,,,-1,-1,,-1,,,,,,-1,,,,,,,,,,,,,,,,,,,,-1,-1,-1,,,,,-1,-1,-1,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,-1,-1,,,,0,,0,0,,,,0,0,0,0,0,,0,1,1,,1,,,0,0,0,,1,,0,,,0,,,,,,,,,0,,1,1,1,0,0,,0,,,1,1,1,,0,0,0,,,,,,,,,,,,0,0,0,1,0,0,0,,,1,,,1,1,,,,,0,0,,,0,0,0,0
map#0e8c2cb20f2bf47e,c1090.mdl,c1090.mdl,c1090.mdl,1,,,,1,-1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,-1,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,-1,,,,1,,0,,,,,0,0,0,0,0,,0,1,0,,0,,,0,0,0,,0,,0,,,0,,,,,,,,,0,,1,0,0,1,0,,0,,,1,0,0,,0,0,0,,,,,,,,,,,,0,0,0,1,0,0,,,,1,,,0,1,,,,,0,0,,,0,0,0,
map#0e9bf3bd8a58c110,,t3040.mdl,,0,,,,1,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,-1,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,-1,,,,,0,,0,,,,,0,0,0,0,0,,0,1,1,,0,,,0,0,0,,0,,0,,,0,,,,,,,,,0,,1,0,0,1,0,,0,,,1,0,0,,0,0,0,,,,,,,,,,,,0,0,0,1,0,0,,,,1,,,1,0,,,,,2,2,,,0,0,0,
map#0ee05d90db037a7a,c1820.mdl,e01eat00.mdl,c1860.mdl,1,,,,1,,,,,,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,-1,,,-1,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,0,,0,,,,,0,0,0,0,0,,0,1,0,,0,,,1,0,0,,0,,0,,,0,,,,,,,,,0,,1,0,0,1,0,,0,,,1,0,0,,0,0,0,,,,,,,,,,,,0,0,0,1,0,0,,,,0,,,0,0,,,,,0,0,,,0,0,0,
map#0ee9c442e392fe60,d34lig01.mdl,,d34lig01.mdl,0,,,,0,,,,,,,,,,-1,,,,,-1,,,,,,,,,,,,,,-1,,,,,,,,,,-1,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,0,,0,0,,,,0,0,0,0,0,,0,1,0,,0,,,1,0,0,,0,,0,,,1,,,,,,,,,0,,1,0,0,0,0,,1,,,1,0,0,,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,,,0,1,,,,,0,0,,,0,0,0,0
map#0f141b6a239b173e,g06etc01d.mdl,,,1,,,,1,-1,,,,,,,,,-1,,,,,-1,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,-1,,,,-1,,,-1,,,,,,,,,,,,,,,-1,,,,,,,,,,,-1,,,,1,,0,0,0,0,,0,0,0,0,0,,0,1,0,,0,,,1,0,0,,0,,1,,,0,,,,,0,,0,,0,,1,0,0,1,0,,0,1,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,,,0,,,0,1,,,,,0,0,,,0,0,0,0
map#0f16089811a805d9,e41obj05.mdl,,,1,,,,0,,,,,,,,,,-1,-1,,-1,,,,-1,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,-1,-1,,,,,,,,,,,,-1,,,,,,,-1,,,-1,,,,,0,,0,0,0,0,,0,0,0,1,1,0,0,1,1,,1,,,0,0,1,0,0,,0,,,0,,,,,0,,0,,0,,0,0,0,0,0,,1,0,,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,,,1,,,1,0,,,,,0,1,,,0,0,0,0
map#0f22890150276f99,d38obj00.mdl,,d38obj00.mdl,0,,,,0,,,,,,,,,,-1,-1,,,,,,,,-1,,,-1,-1,,,,,,-1,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,0,,0,0,,,,0,1,1,0,0,,0,1,1,,0,,,0,0,0,,1,,0,,,1,,,,,,,,,0,,0,0,0,0,0,,1,,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,,,0,1,,,,,1,0,,,0,0,0,0
map#0f35b00770646ada,e41obj05.mdl,,,1,,,,0,,,,,,,,,,-1,-1,,-1,,,,-1,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,-1,,,,,0,,0,0,0,0,,0,0,0,1,1,0,0,1,1,,1,,,0,0,1,0,0,,0,,,0,,,,,0,,0,,0,,0,0,0,0,0,,1,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,,,0,,,1,0,,,,,0,1,,,0,0,0,0
map#0f8b85273ced80ff,t3000.mdl,t3000.mdl,t30hou07.mdl,0,,,,1,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,-1,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,0,,0,,,,,0,0,0,0,0,,0,1,0,,0,,,0,0,0,,0,,0,,,0,,,,,,,,,0,,1,0,0,0,0,,0,,,0,0,0,,1,0,0,,,,,,,,,,,,0,0,0,1,0,0,,,,1,,,0,0,,,,,0,0,,,0,0,0,
map#106a6cc4e6430260,t4000.mdl,,,1,,,,1,,,,,,,,,,-1,-1,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,-1,,,,,-1,,,,,,,,,,,,,-1,,,,,,,-1,,,-1,,,,,0,,0,0,0,0,,0,0,0,0,0,0,0,1,1,,0,,,0,1,0,0,1,,0,,,0,,,,,0,,0,,0,,1,1,0,0,0,,0,0,,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,,,1,,,1,0,,,,,0,0,,,0,0,0,0
map#106bac72792eae94,c14lig02.mdl,,c14lig02.mdl,0,,,,1,,,,,,,,,,-1,,,,,-1,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,0,,0,0,,,,0,0,0,0,0,,0,1,0,,0,,,1,0,0,,0,,0,,,1,,,,,,,,,0,,0,0,0,0,0,,1,,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,1,,,0,0,,,,,0,0,,,0,0,0,0
map#107b475ec6632422,,,g00plt16.mdl,0,,,,0,-1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,,,,,,,,,-1,,,,1,,0,0,,,,0,0,0,0,0,,0,1,0,,0,,,0,0,0,,0,,0,,,0,,,,,,,,,0,,0,0,0,0,0,,0,,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,1,0,1,0,0,,,0,,,0,1,,,,,0,0,,,0,0,0,0
map#1140aa731bb9aa75,l1_vplane010.mdl,l1_vplane010.mdl,l1_vplane010.mdl,1,,,,1,,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,-1,,,-1,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,0,,0,,,,,1,0,0,0,0,,0,1,0,,0,,,0,0,0,,0,,0,,,1,,,,,,,,,0,,1,0,0,1,0,,0,,,1,0,0,,0,0,0,,,,,,,,,,,,0,0,0,1,0,0,,,,1,,,0,0,,,,,0,0,,,0,0,0,
map#114efe6f22b408f1,t10plt12.mdl,t10plt12.mdl,t10plt12.mdl,0,,,,0,-1,,,,,,,,,-1,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,,,,,,,-1,,,,,1,,0,,,,,0,0,0,0,0,,0,1,0,,0,,,0,0,0,,0,,1,,,0,,,,,,,,,0,,0,0,0,0,0,,0,,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0,1,0,1,,,,0,,,1,0,,,,,0,0,,,0,0,0,
map#1152d3ccc6702065,t40plt00.mdl,,,1,,,,1,-1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,-1,,,,,,,,,,,,,1,,0,0,0,0,,0,0,0,0,0,0,0,1,0,,0,,,0,0,0,0,0,,0,,,0,,,,,0,,0,,0,,0,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,1,0,0,1,0,,,0,,,0,0,,,,,0,0,,,0,0,0,0
map#116fc07bf2c9de99,m52obj00.mdl,m52obj00.mdl,m52obj00.mdl,1,,,,1,,,,,,,,,,-1,-1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,-1,,,,,,,,,,,,,,,,,-1,,,,,,,,,,-1,,,,,0,,0,,,,,0,0,0,0,0,,0,1,1,,1,,,0,0,0,,0,,0,,,0,,,,,,,,,0,,1,0,0,0,0,,0,,,1,1,0,,0,0,0,,,,,,,,,,,,0,0,0,1,0,0,,,,0,,,1,0,,,,,0,2,,,0,0,0,
map#117b7dca1f55c89b,g06plt02.mdl,,g06plt02.mdl,0,,,,1,,,,,,,,,,-1,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,-1,,,,,,-1,,,,,,,,0,,0,0,,,,0,0,0,0,0,,0,1,0,,0,,,0,0,0,,0,,1,,,0,,,,,,,,,0,,0,0,0,0,0,,0,,,1,0,0,,0,0,0,,,,,,,,,,,,0,0,0,1,1,0,0,,,1,,,0,0,,,,,0,0,,,0,0,0,0
map#11c76e394efbdc35,,,t1640.mdl,1,,,,1,,,,,,,,,,-1,-1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,-1,-1,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,-1,,,,,0,,0,0,,,,0,0,0,0,0,,0,1,1,,0,,,0,0,0,,1,,0,,,0,,,,,,,,,0,,1,1,0,0,0,,0,,,1,1,0,,0,0,0,,,,,,,,,,,,0,0,0,1,0,0,0,,,1,,,1,0,,,,,2,0,,,0,0,0,0
map#11d6e845a3059c0f,d25lig01.mdl,m01lig00.mdl,d25lig01.mdl,0,,,,0,,,,,,,,,,-1,-1,,-1,,-1,-1,-1,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,0,,0,,,,,0,0,0,0,0,,0,1,1,,1,,,1,1,1,,0,,0,,,1,,,,,,,,,0,,0,0,0,0,0,,0,,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,,,,0,,,1,1,,,,,1,1,,,0,0,0,
map#1217e02907c76e22,d0500.mdl,m2000.mdl,d0500.mdl,1,,,,1,,,,,,,,,,-1,-1,,-1,,,,,,-1,,,,,,,,,,,,,,,,,,,,-1,-1,-1,,,,,-1,-1,-1,,,,,,,,,,,,,,,,-1,,,,,-1,,-1,,,-1,,,,,0,,0,,,,,0,0,0,0,0,,0,1,1,,1,,,0,0,0,,1,,0,,,0,,,,,,,,,0,,1,1,1,0,0,,0,,,1,1,1,,0,0,0,,,,,,,,,,,,0,1,0,1,0,0,,,,1,,,1,0,,,,,0,0,,,0,0,0,
map#122056081460c3e7,ef_obj_a043.mdl,ef_obj_a043.mdl,ef_obj_a043.mdl,1,,,,1,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,0,0,0,0,0,,0,0,0,,0,,,0,0,0,,0,,1,,,0,,,,,,,,,0,,0,0,0,0,0,,0,,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,,,,0,,,0,0,,,,,0,0,,,0,0,0,
map#12df3ead73a4260f,c26obj30.mdl,,,1,,,,0,,,,,,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,0,0,0,1,0,,0,,,1,0,0,0,0,,0,,,0,,,,,0,,0,,0,,0,0,0,1,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,,,0,,,0,0,,,,,0,0,,,0,0,0,0
map#12ed13e5440f1946,e2007.mdl,,d3000.mdl,0,,,,0,,,,,,,,,,-1,-1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,-1,,,,,0,,0,0,,,,0,0,0,0,0,,0,1,1,,0,,,0,0,0,,1,,0,,,0,,,,,,,,,0,,1,0,0,0,0,,0,,,1,0,0,,0,0,0,,,,,,,,,,,,0,0,0,1,0,0,0,,,1,,,1,0,,,,,2,2,,,0,0,0,0
map#12f42e7e4ec9c4fb,d34rok06.mdl,l0100.mdl,d34rok06.mdl,0,,,,1,,,,,,,,,,-1,-1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,-1,-1,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,-1,,,,,0,,0,,,,,0,0,0,0,0,,0,1,1,,1,,,0,0,0,,0,,0,,,0,,,,,,,,,0,,1,1,0,0,0,,0,,,1,1,0,,0,0,0,,,,,,,,,,,,0,0,0,1,0,0,,,,1,,,1,0,,,,,0,2,,,0,0,0,
map#12f5f4990d50db55,ef_obj_n009.mdl,t3040.mdl,ef_obj_n009.mdl,0,,,,1,,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,-1,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,0,,0,,,,,0,0,0,0,0,,0,1,0,,0,,,0,0,0,,1,,0,,,1,,,,,,,,,0,,0,0,0,0,0,,1,,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,,,,1,,,0,0,,,,,0,0,,,0,0,0,
map#133059175a36f34e,e4100.mdl,,,0,,,,1,,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,-1,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,0,,0,1,0,,0,,,0,0,0,,1,,0,,,1,,,,,0,,0,,0,,0,0,0,0,0,,1,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,0,,,0,0,,,,,0,0,,,0,0,0,0
map#1335635bc0bda714,a06etc01.mdl,,,1,,,,1,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,-1,-1,,-1,,,,,-1,,-1,,,,,,,,,,,,,,,-1,,,,,,,-1,,,-1,,,,,0,,0,0,0,0,,0,0,0,0,0,,0,1,1,,0,,,0,0,0,,0,,0,,,1,,,,,0,,0,,0,,1,1,0,1,0,,0,1,,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,,,1,,,1,0,,,,,0,0,,,0,0,0,0
map#1341c4c9729ca307,,m2200.mdl,e2009.mdl,1,,,,1,,,,,,,,,,-1,-1,,-1,,,,,,-1,,,,,,,,,,,,,,,,,,,,-1,-1,,-1,,,,-1,-1,,,,-1,,,,,,,,,,,,,-1,,,,,,,-1,,,-1,,,,,0,,0,,,,,0,0,0,0,0,,0,1,1,,1,,,0,0,0,,1,,0,,,0,,,,,,,,,0,,1,1,0,1,0,,0,,,1,1,0,,1,0,0,,,,,,,,,,,,0,0,0,1,0,0,,,,1,,,1,0,,,,,0,2,,,0,0,0,
map#1345c0a628709cac,l1_t1420.mdl,,,1,,,,1,,,,,,,,,,-1,-1,,,,,-1,,,,,,,,,,,,,-1,,,,,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,0,,0,1,1,,0,,,0,1,0,,0,,0,,,1,,,,,0,,0,,0,,0,1,0,1,0,,0,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,,,0,,,0,0,,,,,1,0,,,0,0,0,0
map#134ff915fbf7b2ab,e4700.mdl,,,1,,,,0,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,0,,0,0,0,0,,0,0,0,0,0,0,0,1,0,,0,,,0,0,0,0,0,,0,,,0,,,,,0,,0,,0,,0,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,,,1,,,0,0,,,,,2,0,,,0,0,0,0
map#136f070952f83e46,d60obj00.mdl,,,1,,,,0,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,-1,,,,,0,,0,0,0,0,,0,0,0,0,0,,0,1,1,,0,,,0,0,0,,0,,0,,,0,,,,,0,,0,,0,,0,0,0,0,0,,0,0,,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,,,1,,,1,0,,,,,0,0,,,0,0,0,0
map#13ae7ffdf36b8fca,,l1_t20plt01.mdl,l1_t20plt01.mdl,0,,,,1,,,,,,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,0,,0,,,,,0,0,0,0,0,,0,1,0,,0,,,1,0,0,,0,,0,,,0,,,,,,,,,0,,1,0,0,0,0,,0,,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,,,,0,,,0,1,,,,,0,0,,,0,0,0,
map#13b2dc15f359b20a,d70evt02.mdl,,,0,,,,1,-1,,,,,,,,,-1,-1,,-1,,,,,,-1,,,,,-1,-1,,,,,,,,,,,,,,-1,-1,,,,,,-1,-1,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,-1,-1,,,,1,,0,0,0,0,,0,0,0,1,1,0,0,1,1,,1,,,0,0,0,0,1,,0,,,0,,,,,0,,0,,0,,1,1,0,0,0,,0,0,,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,,,1,,,1,1,,,,,0,4,,,0,0,0,0
map#13c47825f0b1fe00,ef_obj_x007.mdl,,,1,,,,1,,,,,,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,-1,,-1,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,0,,0,0,0,0,,0,0,0,0,0,0,0,1,0,,0,,,1,0,0,0,0,,0,,,0,,,,,0,,0,,0,,0,0,0,1,0,,0,0,,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,,,1,,,0,0,,,,,0,0,,,0,0,0,0
map#141acdbb61b4de5b,e47evt00.mdl,,,0,,,,0,-1,,,,,,,,,-1,,,,,-1,,,,,,-1,,,,,,,,-1,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,1,,0,0,0,0,,0,0,0,0,0,0,0,1,0,,0,,,1,0,0,0,0,,1,,,1,,,,,0,,0,,0,,0,0,0,0,0,,1,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,0,,,0,1,,,,,0,0,,,0,0,0,0
map#147f6922b75f2e32,c0400.mdl,c0400.mdl,c0400.mdl,1,,,,1,,,,,,,,,,-1,-1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,-1,-1,,,,0,,0,,,,,0,0,0,0,0,,0,1,1,,0,,,0,0,0,,1,,0,,,0,,,,,,,,,0,,1,0,0,0,0,,0,,,1,0,0,,0,0,0,,,,,,,,,,,,0,0,0,1,0,0,,,,1,,,1,1,,,,,2,0,,,0,0,0,
map#1496fa581c4457fb,d50lig00b.mdl,t40hou03.mdl,,1,,,,1,,,,,,,,,,-1,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,-1,,,,,0,,0,,,,,0,0,0,0,0,,0,1,1,,0,,,0,1,0,,0,,0,,,0,,,,,,,,,0,,1,0,0,0,0,,0,,,1,0,0,,0,0,0,,,,,,,,,,,,0,0,0,1,0,0,,,,1,,,1,0,,,,,2,0,,,0,0,0,
map#149a29aaa9fdeab2,,m21obj00.mdl,d2100.mdl,0,,,,0,,,,,,,,,,-1,-1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,-1,-1,-1,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,-1,,,,,0,,0,,,,,0,0,0,0,0,,0,1,1,,1,,,0,0,0,,0,,0,,,0,,,,,,,,,0,,1,1,1,1,0,,0,,,1,1,1,,0,0,0,,,,,,,,,,,,0,0,0,1,0,0,,,,1,,,1,0,,,,,0,0,,,0,0,0,
map#14b516b2e416ac97,t34evt07b.mdl,t34evt07b.mdl,t34evt07b.mdl,1,,,,1,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,-1,,,-1,,,,-1,-1,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,-1,,,,,0,,0,,,,,0,0,0,0,0,,0,1,1,,0,,,0,0,0,,0,,0,,,1,,,,,,,,,0,,1,0,0,1,0,,0,,,1,1,0,,0,0,0,,,,,,,,,,,,0,0,0,1,0,0,,,,1,,,1,0,,,,,2,0,,,0,0,0,
map#14b72cd6662f2d80,,t5050.mdl,,0,,,,1,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,0,,0,,,,,0,0,0,0,0,,0,1,1,,0,,,0,0,0,,0,,0,,,0,,,,,,,,,0,,1,1,0,0,0,,0,,,1,0,0,,0,0,0,,,,,,,,,,,,0,0,0,1,0,0,,,,1,,,0,0,,,,,2,0,,,0,0,0,
