shader,000_KX,Light_Directional_use_implicit_lighting,SPECULARMODE,SWITCH_ALPHATEST,SWITCH_BILLBOARD,SWITCH_BILLBOARDY,SWITCH_BILLBOARDY_PAT_S,SWITCH_CRYSTAL,SWITCH_DEPTHALPHA,SWITCH_DIFFUSEMAP0,SWITCH_DIFFUSEMAP1,SWITCH_DIFFUSEMAP2,SWITCH_DIFFUSEMAPCOLOR0,SWITCH_DIFFUSEMAPCOLOR1,SWITCH_DIFFUSEMAPCOLOR2,SWITCH_DITHERDISABLE,SWITCH_DOUBLESIDE,SWITCH_DUDVENABLE0,SWITCH_DUDVENABLE1,SWITCH_DUDVENABLE2,SWITCH_DUDVMAP,SWITCH_DUDVMAP0,SWITCH_EDGEBIAS_TEX0_ALPHA,SWITCH_GLOW,SWITCH_GLOWMAP0,SWITCH_HIGHLIGHT,SWITCH_MASKMAP0,SWITCH_MASKMAP1,SWITCH_MASKMAP2,SWITCH_METAL,SWITCH_MIRROR,SWITCH_NOLIGHT,SWITCH_NOMAPCOLOR,SWITCH_NORMALMAP0,SWITCH_NORMALMAP1,SWITCH_NORMALMAP2,SWITCH_REFLECTION,SWITCH_REFRACTION,SWITCH_RIMALPHA,SWITCH_SHADOWONLY,SWITCH_SHADOWRECEIVE,SWITCH_SHAKING,SWITCH_SHAKINGVCOLOR,SWITCH_SHARDSEARCH,SWITCH_SILHOUETTE,SWITCH_SPHEREMAP,SWITCH_TOONMAP,SWITCH_TOONMASK,SWITCH_USECALC,SWITCH_VERTEXCOLOR,SWITCH_VERTEXCOLOR0,SWITCH_VERTEXCOLOR1,SWITCH_WAVEVERTEX,SWITCH_ZPREPASS,Switch_AlphaTest,Switch_Billboard,Switch_BillboardY,Switch_BillboardY_Pat,Switch_BillboardY_Pat_S,Switch_Crystal,Switch_DUDVEnable0,Switch_DUDVEnable1,Switch_DUDVEnable2,Switch_DUDVMap,Switch_DepthAlpha,Switch_DiffuseMap0,Switch_DiffuseMap1,Switch_DiffuseMap2,Switch_DiffuseMapColor0,Switch_DiffuseMapColor1,Switch_DiffuseMapColor2,Switch_DitherDisable,Switch_DoubleSide,Switch_DudvMap0,Switch_EdgeBias_Tex0_Alpha,Switch_Glow,Switch_GlowMap0,Switch_GlowMap1,Switch_HighLight,Switch_MaskMap0,Switch_MaskMap1,Switch_MaskMap2,Switch_Metal,Switch_Mirror,Switch_NoLight,Switch_NoMapColor,Switch_NormalMap0,Switch_NormalMap1,Switch_NormalMap2,Switch_Reflection,Switch_Refraction,Switch_RimAlpha,Switch_ShadowOnly,Switch_ShadowReceive,Switch_Shaking,Switch_ShakingVColor,Switch_ShardSearch,Switch_Silhouette,Switch_SphereMap,Switch_ToonMap,Switch_ToonMask,Switch_UseCalc,Switch_VertexColor,Switch_VertexColor0,Switch_VertexColor1,Switch_WaveVertex,Switch_ZPrePass,TEX1BLENDMODE,TEX2BLENDMODE,TEX4BLENDMODE,frozen,isShadowEnable_g,isSwatchRender_g,lightEnable_g,postTransparent_g
map#12c049c9f2cbdace,d0016.mdl,1,1,,,,,,,-1,,,-1,,,,,-1,,,,,,,,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,,-1,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,,0,0,0,0,0,1,0,0,0,0,,,0,0,1,0,0,0,,,0,,,,0,1,,0,0,0,,0,0,0,0,0
map#12cfcc765a31cff0,e0600.mdl,1,1,,,,,,-1,-1,,,,,,,,-1,,,-1,,,,,,-1,,,-1,,,,-1,-1,,,,,,-1,,,,,,,,,,-1,,,,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,0,0,0,1,1,0,,,0,0,1,0,0,0,,,0,,,,1,0,,0,0,0,,0,0,0,0,0
map#12f42e7e4ec9c4fb,d03gim04.mdl,1,1,,,,,,,-1,-1,-1,,,,,,,,,,,,,,,-1,-1,,,,,,-1,-1,,,,,,-1,,,,,,-1,,,,-1,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,,0,,,,1,1,0,0,0,0,0,1,1,0,,,0,0,1,0,0,0,,,1,,,,1,0,,0,0,2,,0,0,0,0,0
map#13cd659076ed8268,s00brk50.mdl,1,1,,,,,,,-1,-1,,,-1,,,,,-1,,,,,,,,-1,,,,,,,,,,,,,,-1,,,,,,-1,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,,,1,,,,0,0,,0,1,0,,0,0,0,0,0
map#13d82d46698043ea,c0016.mdl,1,1,,,,,,,-1,,,,,,,,,-1,,,,,,,,-1,,,-1,,,,-1,,,,,,,-1,,,,,,-1,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,0,0,,0,1,1,,0,0,0,0,0
map#140062d7e5261e6c,s00brk52.mdl,1,1,,,,,,,-1,-1,,-1,-1,,,,,-1,,,,,,,,-1,,,,,,,,,,,,,,-1,,,,,,-1,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,,,0,,,,1,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,,,1,,,,0,0,,0,1,0,,0,0,0,0,0
map#14030ce3185f4893,c00eat00.mdl,1,0,,,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,-1,,,,,,-1,,,,,-1,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,,0,0,0,0,0,1,0,0,0,0,,,0,0,1,0,0,0,,,1,,,,0,1,,,0,0,,0,0,0,0,0
map#1404ccafe705892f,d01etc04z.mdl,1,1,,,,,,,-1,-1,-1,-1,,-1,,,-1,-1,-1,-1,,,,,,-1,,,,,,,-1,,,,,,,-1,,,,,,-1,,,,,,,,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,,,0,,,,1,0,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,0,0,,,1,1,,0,0,0,0,0
map#140e3bb4f73f7b34,d02etc13b.mdl,1,0,,,,,,,-1,-1,,,,,,,-1,-1,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,-1,,,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,1,0,0,0,0,,,0,0,0,0,0,0,,,0,,,,1,1,,0,0,0,,0,0,0,0,0
map#141acdbb61b4de5b,dg0detc01.mdl,1,0,-1,,,,,,-1,,,-1,,,,-1,,,,,,,-1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,,,1,,,,0,0,0,0,0,1,0,0,0,0,,,0,0,0,0,0,0,,,0,,,,0,1,,0,0,0,,0,0,0,0,0
map#144704f5a2413b8a,di15etc03b.mdl,1,1,-1,,,,,,-1,,,-1,,,,-1,-1,,,-1,,,-1,,,-1,,,-1,,,,,,,,,,,-1,,,,,,-1,,,,,-1,,,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,,,1,,,,1,0,0,1,0,0,0,0,0,0,,,0,0,1,0,0,0,,,1,,,,0,1,,0,0,0,,0,0,0,0,0
map#148dc5c0808511c7,d07sky00.mdl,1,1,,,,,,,-1,-1,-1,,,-1,,,-1,-1,-1,-1,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,-1,-1,,,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,,,0,,,,0,0,0,0,0,0,0,1,1,0,,,0,0,0,0,0,0,,,0,,,,1,1,,0,1,0,,0,0,0,0,0
map#1496fa581c4457fb,e9002.mdl,1,1,,,,,,,-1,-1,,,-1,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,-1,,,,,,-1,,,,-1,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,1,0,,0,2,0,,0,0,0,0,0
map#14e519b7b292461b,d07gim06.mdl,1,0,-1,,,,,-1,-1,,,,,,,-1,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,,,0,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,,,,0,1,,0,0,0,,0,0,0,0,0
map#155f94225019a3e7,d08par07l.mdl,1,1,,,,,,,-1,-1,-1,-1,-1,,,,-1,,,-1,,,,,,,,-1,-1,,,,,,-1,,,,,-1,,,,,,-1,,,,,-1,,,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,,,0,,,,0,0,1,1,0,0,0,0,0,1,,,0,0,1,0,0,0,,,1,,,,0,1,,0,1,0,,0,0,0,0,0
map#157001d20e6d74b9,ef_obj_a007.mdl,1,1,,,,,,,-1,,,-1,,,,-1,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,-1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,,,0,,,,0,0,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,0,0,,0,0,0,,0,0,0,0,0
map#158018ef3b9ec4c3,d0810.mdl,1,1,,,,,,-1,-1,-1,,,,,,,-1,,,-1,,,,,,-1,-1,,-1,,,,-1,-1,,,,,,-1,,,,,,,,,,-1,-1,,,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,,,0,,,,1,1,0,1,0,0,0,1,1,0,,,0,0,1,0,0,0,,,0,,,,1,1,,0,0,0,,0,0,0,0,0
map#158d4c89f7f7b520,a06etc01.mdl,1,0,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,1,0,0,0,0,,,0,0,0,0,0,0,,,0,,,,0,1,,,0,0,,0,0,0,0,0
map#1591cc902367e59c,c0600b.mdl,1,1,-1,,,,,,-1,-1,,-1,,,,,,,,,,,,,,,-1,,-1,,,,,,,,,,,-1,,,,,,-1,,,,-1,,,,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,,,0,,,,0,1,0,1,0,0,0,0,0,0,,,0,0,1,0,0,0,,,1,,,,1,0,,0,2,0,,0,0,0,0,0
map#15aa03f72857af4c,d03obj03.mdl,1,1,,,,,,,-1,-1,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,-1,,,,,,-1,,,,-1,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,1,0,,0,1,1,,0,0,0,0,0
map#15eaf43c55159663,s00gate00.mdl,1,1,,,,,,,-1,-1,,,-1,,,,,-1,,-1,,,,,,-1,,,-1,,,,-1,,,,,,,-1,,,,,,-1,,,,-1,,,,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,,,0,,,,1,0,0,1,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,1,0,,0,1,0,,0,0,0,0,0
map#1628e5678ad60eec,d0016.mdl,1,1,,,,,,,-1,-1,,,-1,,,,,,,,,,-1,,,-1,-1,,-1,,,,-1,,,,,,,-1,,,,,,-1,,,,-1,-1,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,,,1,,,,1,1,0,1,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,1,1,,0,1,0,,0,0,0,0,0
map#163a800cc94a7d07,b06lig00.mdl,1,1,,,,,,,-1,,,,,,,,,,,,,,-1,,,-1,,,-1,,,,,,,,,,,-1,,,,,,-1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,1,,,,1,0,0,1,0,0,0,0,0,0,,,0,0,1,0,0,0,,,1,,,,0,0,,,0,0,,0,0,0,0,0
map#1683a4ed09f01969,c06hou11.mdl,1,0,,,,,,-1,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,,,,0,1,,0,0,0,,0,0,0,0,0
map#16c29fd2de8eae86,c0016.mdl,1,1,,,,,,,-1,-1,,,-1,,,,,-1,,-1,,,,,,-1,,,-1,,,,-1,,,,,,,-1,,,,,,-1,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,,,0,,,,1,0,0,1,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,0,0,,0,1,0,,0,0,0,0,0
map#16ed27a4f7c42831,c07hou52b.mdl,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,-1,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,1,0,,,0,,,,0,0,,,0,0,,0,0,0,0,0
map#1700d96bcde29736,c0100.mdl,1,0,-1,,,,,,-1,,,-1,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,,,,0,0,,0,0,0,,0,0,0,0,0
map#17335f57e417a43a,b10tre00.mdl,1,1,,,,,,,-1,-1,,-1,-1,,,,,-1,,-1,,,-1,,,-1,,,,,-1,,-1,,,,,,,,,,,,,-1,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,,,1,,,,1,0,0,0,0,1,0,1,0,0,,,0,0,0,0,0,0,,,1,,,,0,0,,0,1,0,,0,0,0,0,0
map#178481947fd9b713,d0510.mdl,1,1,,,,,,,-1,-1,,,-1,,,,,,,,,,,,,-1,,,-1,,,,-1,,,,,,,-1,,,,,,-1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,,,0,,,,1,0,0,1,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,0,0,,0,1,0,,0,0,0,0,0
map#17eff183d1ab1187,d03obj00z.mdl,1,1,,,,,,,-1,-1,,-1,-1,-1,,,-1,-1,,-1,,,,,,-1,,,,,,,-1,,,,,,,-1,,,,,,-1,,,,-1,,,,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,,,0,,,,1,0,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,1,0,,0,1,1,,0,0,0,0,0
map#18a6c7c93b6eb26b,d00etc00b.mdl,1,0,-1,,,,,,-1,,,,,,,-1,,,,,,,-1,,,,,,,,-1,,,,,,,,,,-1,,,,,,,,,,-1,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,1,,,,0,0,0,0,0,1,0,0,0,0,,,0,0,0,1,0,0,,,0,,,,0,1,,,0,0,,0,0,0,0,0
map#19013b2ad0dc4076,c0000c.mdl,1,1,,,,,,,-1,-1,,,,,,,,,,,,,,,,-1,-1,,-1,,,,-1,-1,,,,,,-1,,,,,,-1,,,,,-1,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,,,,1,1,0,1,0,0,0,1,1,0,,,0,0,1,0,0,0,,,1,,,,0,1,,0,0,0,,0,0,0,0,0
map#19491ee94f6f1eae,c01etc03.mdl,1,1,,,,,,,-1,,,,,,,,-1,,,-1,,,,,,-1,,,-1,,,,-1,,,,,,,-1,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,0,0,0,1,0,0,,,0,0,1,0,0,0,,,0,,,,0,0,,,0,0,,0,0,0,0,0
map#1970fb916afe9f80,c00tre02.mdl,1,0,-1,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,0,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,,,,0,0,,0,0,0,,0,0,0,0,0
map#1a3ab0d65c5f1fef,b06plt00.mdl,0,0,-1,,-1,,,,-1,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,,,0,,,,0,0,,0,0,0,,0,0,0,0,0
map#1a45f49d1a8f89c8,c05hou00.mdl,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,,,0,1,1,0,0,0,,,0,,,,0,0,,,0,0,,0,0,0,0,0
map#1a82acba2e2d9314,d00gim00.mdl,1,0,,,,,,-1,-1,,,,,,,-1,-1,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,,,0,,,,0,0,0,0,0,1,0,0,0,0,,,0,0,0,0,0,0,,,0,,,,0,1,,0,0,0,,0,0,0,0,0
map#1a9918419eaf1aac,d0020.mdl,1,0,-1,,,,,,-1,-1,,,,,,,-1,,,-1,,,-1,,,,,,,,-1,,,,,,,,,,,,,,,-1,,,,,-1,,,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,,,1,,,,0,0,0,0,0,1,0,0,0,0,,,0,0,0,0,0,0,,,1,,,,0,1,,0,3,0,,0,0,0,0,0
map#1a9f049889316176,s00tbx01.mdl,1,1,,,,,,,-1,-1,,-1,-1,,,,,,,,,,,,,-1,,,-1,,,,-1,,,,,,,-1,,,,,,-1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,,,0,,,,1,0,0,1,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,0,0,,0,1,1,,0,0,0,0,0
map#1af349b1e25ac99f,d052hou00z.mdl,1,1,,,,,,,-1,-1,,,-1,,,,-1,,,-1,,,,,,-1,,,-1,,,,-1,,,,,,,-1,,,,,,-1,,,,,,,,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,,,0,,,,1,0,0,1,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,0,0,,0,1,0,,0,0,0,0,0
map#1b2e0389964bee16,d10hou00c.mdl,1,0,,,,,,,-1,-1,,-1,-1,,-1,,-1,-1,,,,,-1,,,-1,,,-1,,,,,,,,,,,-1,,,,,,,,,,-1,-1,,,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,,,1,,,,1,0,0,1,0,0,0,0,0,0,,,0,0,1,0,0,0,,,0,,,,1,1,,0,1,0,,0,0,0,0,0
map#1bac6bfd3b64cca0,b05obj20.mdl,1,1,,,,,,,-1,,,,-1,,,,,,,,,,,,,-1,,,-1,,,,-1,,,,,,,-1,,,,,,-1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,1,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,0,0,,0,1,0,,0,0,0,0,0
map#1c3b8a246a0b03f2,d00gim00b.mdl,1,0,-1,,,,,,-1,-1,-1,-1,,-1,,-1,-1,-1,-1,-1,,,-1,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,-1,-1,,,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,,,1,,,,0,0,0,0,0,1,0,0,0,0,,,1,0,0,0,0,0,,,0,,,,1,1,,0,0,0,,0,0,0,0,0
map#1c508686c3062e96,d02etc13b.mdl,1,0,,,,,,,-1,-1,-1,,,,,,,-1,,-1,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,-1,,,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,,,0,,,,0,0,0,0,0,1,0,0,0,0,,,0,0,0,0,0,0,,,0,,,,1,1,,0,0,0,,0,0,0,0,0
map#1c60aefb40c567c5,s00gate03.mdl,1,0,,,,,,-1,,,,,,,,,,,,,,,-1,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,1,,,,0,0,0,0,0,1,1,0,0,0,,,0,0,0,0,0,0,,,0,,,,0,0,,0,0,0,,0,0,0,0,0
map#1ca1bbf0b9fdebc5,d03obj02z.mdl,1,1,,,,,,,-1,-1,-1,,,-1,,,-1,-1,-1,-1,,,-1,,,-1,,,,,,,-1,,,,,,,-1,,,,,,-1,,,,-1,,,,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,,,1,,,,1,0,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,1,0,,0,0,1,,0,0,0,0,0
map#1d312b6961e2c3fc,c00eat13.mdl,1,1,,,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,-1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,0,0,,0,0,0,,0,0,0,0,0
map#1d5cf5fa23796a1f,b07rok00b.mdl,1,1,,,,,,-1,-1,,,,,,,,-1,-1,,-1,,,,,,-1,,,-1,,,,-1,,,,,,,-1,,,,,,-1,,,,-1,,,,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,1,0,,0,0,0,,0,0,0,0,0
map#1dca7fe019963f41,di15par10.mdl,1,1,,,,,,,-1,,,-1,,,,-1,,,,,,,,,,-1,,,-1,,,,-1,,,,,,,-1,,,,,,-1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,,,0,,,,1,0,0,1,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,0,0,,0,0,0,,0,0,0,0,0
map#1de254b1d57f88f1,a06tre02_l1.mdl,1,0,-1,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,,,0,,,,0,0,,0,0,0,,0,0,0,0,0
map#1e341febc77aaef6,a06tre00.mdl,1,1,-1,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,-1,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,0,,,,0,0,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,0,0,,,0,0,,0,0,0,0,0
map#1e38581bb481705b,c07plt12.mdl,0,0,-1,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,0,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,1,1,0,0,,,0,,,,0,0,,,0,0,,0,0,0,0,0
map#1e7e1ddc71c01177,b07obj02.mdl,1,1,,,,,,,-1,-1,-1,-1,-1,-1,,,-1,-1,-1,-1,,,,,,-1,,,,,,,-1,,,,,,,-1,,,,,,-1,,,,-1,,,,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,,,0,,,,1,0,0,0,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,1,0,,0,1,1,,0,0,0,0,0
map#1e8be8632335be7e,c06hou07.mdl,1,1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,,,0,,,,0,0,,0,0,0,,0,0,0,0,0
map#1ed71f9d9d025482,d08etc04z.mdl,1,1,,,,,,,-1,-1,-1,,,-1,,,-1,-1,,-1,,,-1,,,-1,,,-1,,,,-1,,,,,,,-1,,,,,,-1,,,,,,,,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,,,1,,,,1,0,0,1,0,0,0,1,0,0,,,0,0,1,0,0,0,,,1,,,,0,0,,0,1,1,,0,0,0,0,0
map#1f0e1d2ddd674eb8,c05hou05b.mdl,1,1,,,,,,,-1,-1,,-1,,,,,,,,,,,,,,,-1,,,,,,-1,-1,,,,,,-1,,,,,,-1,,,,-1,-1,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,,,0,,,,0,1,0,0,0,0,0,1,1,0,,,0,0,1,0,0,0,,,1,,,,1,1,,0,0,0,,0,0,0,0,0
map#1f37ff82677f406f,c00etc06.mdl,1,0,,,,,,-1,-1,-1,-1,-1,-1,-1,,,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,-1,,,-1,,,,,,,,,,-1,,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,0,,,0,,,,0,1,,0,1,1,,0,0,0,0,0
map#1f4f55b2bdc2d78b,c01hou00.mdl,1,1,,,,,,,-1,,,,,,,,,,,,,,,,,-1,,,-1,,,,,,,,,,,-1,,,,,,-1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,0,0,0,0,0,0,,,0,0,1,0,0,0,,,1,,,,0,0,,0,0,0,,0,0,0,0,0
map#1f65dce098ca0756,s00gim01.mdl,1,1,,,,,-1,,-1,,,-1,,,,,,,,,,,-1,,,-1,,,-1,,,,-1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,,,1,,,,1,0,0,1,0,0,0,1,0,0,,,0,0,0,0,0,0,,,0,,,,0,0,,0,0,0,,0,0,0,0,0
map#1f7030bf6c03ecc1,s00gim02.mdl,1,1,,,,,,-1,-1,-1,-1,-1,,,,-1,,-1,,-1,,,,,,-1,,,-1,,,,,,,,,,,,,,,,,-1,,,,,,,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,,,0,,,,1,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0,0,,,1,,,,0,0,,0,1,1,,0,0,0,0,0
map#1fe49cc5cff2218c,a06back00.mdl,1,1,,,,,,,-1,-1,,,-1,,,,,,,,,,,,,-1,-1,,,,,,-1,-1,,,,,,-1,,,,,,-1,,,,-1,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,,,0,,,,1,1,0,0,0,0,0,1,1,0,,,0,0,1,0,0,0,,,1,,,,1,0,,,0,0,,0,0,0,0,0
